Район;Адрес;Комнат;Площадь;Этаж;Этажей в доме;Цена;Срок сдачи;Фото;url;Долгота;Широта
Кировский;байкальская, 11;1;42;10;10;12000;месяц;http://92.img.avito.st/140x105/1288859292.jpg;/perm/kvartiry/1-k_kvartira_42_m_1010_et._473086893;56.022454;58.032757
Орджоникидзевский;ул. Вильямса 41;1;30;2;4;9000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_24_et._582303206;56.301057;58.104317
Ленинский;Монастырская 121;1;40;3;5;14000;месяц;http://67.img.avito.st/140x105/1705377667.jpg;/perm/kvartiry/1-k_kvartira_40_m_35_et._582292947;56.207021;58.010493
Свердловский;Малышева,3;1;37;3;9;14000;месяц;;/perm/kvartiry/1-k_kvartira_37_m_39_et._582277496;56.256941;58.006898
Ленинский;Екатерининская 165;2;67;7;11;21500;месяц;http://35.img.avito.st/140x105/1112058135.jpg;/perm/kvartiry/2-k_kvartira_67_m_711_et._427280709;56.211944;58.003584
Индустриальный;3-я иппадромная;1;50;1;1;10000;месяц;http://39.img.avito.st/140x105/1705250839.jpg;/perm/kvartiry/1-k_kvartira_50_m_11_et._582267046;56.143672;57.966968
Свердловский;ул. Л. Шатрова 35;1;35;1;9;11000;месяц;;/perm/kvartiry/1-k_kvartira_35_m_19_et._582258554;56.274638;57.988969
Дзержинский;ул. Маяковского д. 41а Заостровка;1;41;1;10;10000;месяц;http://82.img.avito.st/140x105/1705179682.jpg;/perm/kvartiry/1-k_kvartira_41_m_110_et._582255374;56.113201;58.001156
Мотовилихинский;Свобрды 13;1;39;5;10;16000;месяц;http://94.img.avito.st/140x105/1705202194.jpg;/perm/kvartiry/1-k_kvartira_39_m_510_et._582250946;56.32038;58.032395
Индустриальный;ул. Мира 107;2;45;5;5;12000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_55_et._582247303;56.15721;57.969475
Ленинский;Комсомольский проспект - 30;2;44;2;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_44_m_25_et._475335142;56.246152;58.003426
Свердловский;Клары Цеткин 21;1;36;9;9;12000;месяц;http://38.img.avito.st/140x105/1705146938.jpg;/perm/kvartiry/1-k_kvartira_36_m_99_et._582244316;56.241041;57.988754
Дзержинский;челюскинцев д.23 кв;2;65;17;19;20000;месяц;http://23.img.avito.st/140x105/1358926023.jpg;/perm/kvartiry/2-k_kvartira_65_m_1719_et._494378864;56.231294;57.986111
Индустриальный;Плеханова, 70а;1;40;3;9;1200;сутки;http://57.img.avito.st/140x105/1463001757.jpg;/perm/kvartiry/1-k_kvartira_40_m_39_et._521801581;56.209609;57.995313
Ленинский;Революции,64 Автовокзал;1;31;1;5;1000;сутки;http://12.img.avito.st/140x105/1043408412.jpg;/perm/kvartiry/1-k_kvartira_31_m_15_et._405503406;56.234806;58.00263
Свердловский;ул. Комсомольский проспект д. 51;1;32;5;5;13000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_55_et._582231360;56.248515;58.000498
Дзержинский;Крисанова, 75;2;45;5;5;1400;сутки;http://59.img.avito.st/140x105/1463100459.jpg;/perm/kvartiry/2-k_kvartira_45_m_55_et._521836542;56.216014;57.996992
Свердловский;Чернышевского 15г;2;59;10;19;20000;месяц;;/perm/kvartiry/2-k_kvartira_59_m_1019_et._582223945;56.271583;57.996287
Мотовилихинский;Красногвардейская 2;0;32;2;9;10000;месяц;;/perm/kvartiry/studiya_32_m_29_et._563363667;56.325644;58.030599
Индустриальный;Мира 91;1;30;2;5;14000;месяц;http://54.img.avito.st/140x105/1705031354.jpg;/perm/kvartiry/1-k_kvartira_30_m_25_et._582220015;56.160911;57.970568
Свердловский;Фонтанная,6;1;33;3;5;12000;месяц;http://04.img.avito.st/140x105/1576221104.jpg;/perm/kvartiry/1-k_kvartira_33_m_35_et._549865651;56.277072;58.003531
Орджоникидзевский;ул.Памирская 32а;2;52;6;10;10500;месяц;;/perm/kvartiry/2-k_kvartira_52_m_610_et._582204912;56.398129;58.134829
Дзержинский;Рабочая;1;44;16;19;14000;месяц;http://30.img.avito.st/140x105/1704946530.jpg;/perm/kvartiry/1-k_kvartira_44_m_1619_et._582193843;56.199044;57.996682
Дзержинский;ул. Голева, д. 2;1;42;1;10;17000;месяц;http://73.img.avito.st/140x105/1705552573.jpg;/perm/kvartiry/1-k_kvartira_42_m_110_et._503086616;56.210839;58.000703
Мотовилихинский;дружбы 28;1;33;4;5;12500;месяц;http://47.img.avito.st/140x105/1704940747.jpg;/perm/kvartiry/1-k_kvartira_33_m_45_et._582191950;56.283082;58.015418
Орджоникидзевский;ул. Александра Пархоменко д. 20;2;48;2;5;8000;месяц;;/perm/kvartiry/2-k_kvartira_48_m_25_et._582187977;56.359448;58.077815
Дзержинский;ул. Голева, д. 2;1;42;1;10;17000;месяц;http://73.img.avito.st/140x105/1705552573.jpg;/perm/kvartiry/1-k_kvartira_42_m_110_et._503086616;56.210839;58.000703
Мотовилихинский;дружбы 28;1;33;4;5;12500;месяц;http://47.img.avito.st/140x105/1704940747.jpg;/perm/kvartiry/1-k_kvartira_33_m_45_et._582191950;56.283082;58.015418
Орджоникидзевский;ул. Александра Пархоменко д. 20;2;48;2;5;8000;месяц;;/perm/kvartiry/2-k_kvartira_48_m_25_et._582187977;56.359448;58.077815
Дзержинский;Строителей, 18;1;44;7;9;13000;месяц;http://19.img.avito.st/140x105/1706937919.jpg;/perm/kvartiry/1-k_kvartira_44_m_79_et._582186503;56.144669;57.999525
Мотовилихинский;ул. Добролюбова, д. 24;2;47;3;5;15000;месяц;http://47.img.avito.st/140x105/1704900647.jpg;/perm/kvartiry/2-k_kvartira_47_m_35_et._582178632;56.303051;58.015723
Свердловский;ул. Комсомольский проспект, д. 24;2;47;3;5;20000;месяц;http://79.img.avito.st/140x105/1704888579.jpg;/perm/kvartiry/2-k_kvartira_47_m_35_et._582174915;56.238732;58.011981
Мотовилихинский;ул. Юрша, д. 86;2;70;22;25;19000;месяц;http://36.img.avito.st/140x105/1043700336.jpg;/perm/kvartiry/2-k_kvartira_70_m_2225_et._405585580;56.304569;58.001485
Свердловский;Косьвинская 13;2;43;2;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_43_m_25_et._582172005;56.27179;57.973441
Мотовилихинский;Гагарина бульвар, 26;2;70;4;18;35000;месяц;http://04.img.avito.st/140x105/1603172504.jpg;/perm/kvartiry/2-k_kvartira_70_m_418_et._556541454;56.278653;58.012252
Ленинский;ул. Веры Засулич, д. 48;1;38;16;16;14000;месяц;http://17.img.avito.st/140x105/1704875917.jpg;/perm/kvartiry/1-k_kvartira_38_m_1616_et._582169964;56.202611;57.970768
Мотовилихинский;Революции, 2;3;71;14;16;25000;месяц;http://95.img.avito.st/140x105/1704862795.jpg;/perm/kvartiry/3-k_kvartira_71_m_1416_et._582165895;56.278743;58.00479
Ленинский;ул.Революции д.16;2;55;15;17;25000;месяц;http://32.img.avito.st/140x105/1654747732.jpg;/perm/kvartiry/2-k_kvartira_55_m_1517_et._550451224;56.267074;58.005558
Свердловский;клары цеткин 16;1;33;1;5;13000;месяц;http://83.img.avito.st/140x105/1704843483.jpg;/perm/kvartiry/1-k_kvartira_33_m_15_et._582161132;56.239406;57.988954
Дзержинский;улица Космонавта Леонова, 50;1;38;5;5;14000;месяц;http://83.img.avito.st/140x105/1704872683.jpg;/perm/kvartiry/1-k_kvartira_38_m_55_et._582158036;56.173101;57.967255
Кировский;ул.Маршала Рыбалко, д. 37;1;37;5;5;8000;месяц;;/perm/kvartiry/1-k_kvartira_37_m_55_et._582149141;55.949124;58.005377
Дзержинский;Проспект Парковый 40а;1;38;8;9;11000;месяц;http://77.img.avito.st/140x105/1704792777.jpg;/perm/kvartiry/1-k_kvartira_38_m_89_et._582143626;56.16083;57.997116
Ленинский;улица Тимирязева, 54;1;34;3;5;1300;сутки;http://39.img.avito.st/140x105/1704787539.jpg;/perm/kvartiry/1-k_kvartira_34_m_35_et._582140433;56.251632;58.000264
Мотовилихинский;ул. Ст Разина д 34;1;32;2;5;11000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_25_et._582134054;56.2702;58.021
Дзержинский;ул. Желябова, д. 16;2;60;5;6;18000;месяц;http://94.img.avito.st/140x105/1642339994.jpg;/perm/kvartiry/2-k_kvartira_60_m_56_et._565186739;56.146951;57.995003
Свердловский;ул. Солдатова, 34;2;52;9;9;20000;месяц;http://88.img.avito.st/140x105/1704728688.jpg;/perm/kvartiry/2-k_kvartira_52_m_99_et._582123179;56.236172;57.973532
Дзержинский;Рабочая, 7;1;46;3;16;17000;месяц;http://74.img.avito.st/140x105/1704711574.jpg;/perm/kvartiry/1-k_kvartira_46_m_316_et._582114331;56.199134;57.993816
Индустриальный;9 мая 1;1;35;9;9;13000;месяц;http://67.img.avito.st/140x105/1704712267.jpg;/perm/kvartiry/1-k_kvartira_35_m_99_et._582113761;56.189864;57.986998
Индустриальный;шоссе космонавтов 166а;1;46;9;10;12000;месяц;http://71.img.avito.st/140x105/1634919071.jpg;/perm/kvartiry/1-k_kvartira_46_m_910_et._540806677;56.145101;57.968415
Дзержинский;Фоминская 40;2;50;2;3;11500;месяц;http://31.img.avito.st/140x105/1560133331.jpg;/perm/kvartiry/2-k_kvartira_50_m_23_et._546146730;56.105754;58.008829
Мотовилихинский;Пушкарская, 100;1;36;8;9;12000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_89_et._582097119;56.299889;58.001786
Мотовилихинский;Патриса лулумбы 3;1;34;1;5;1000;сутки;http://68.img.avito.st/140x105/1534857168.jpg;/perm/kvartiry/1-k_kvartira_34_m_15_et._539707436;56.29193;58.004576
Мотовилихинский;Юрша 64 Садовый;2;64;6;16;20000;месяц;http://72.img.avito.st/140x105/1704652772.jpg;/perm/kvartiry/2-k_kvartira_64_m_616_et._582095322;56.309717;58.007093
Кировский;ул. Адмирала Ушакова д.21;1;34;4;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_45_et._582086103;56.027269;58.034125
Мотовилихинский;Красновишерская д.39;0;50;2;18;14000;месяц;http://69.img.avito.st/140x105/1704615969.jpg;/perm/kvartiry/studiya_50_m_218_et._582082793;56.266553;58.022211
Свердловский;ул.Полины Осипенко 51;1;32;3;5;1200;сутки;http://69.img.avito.st/140x105/513525369.jpg;/perm/kvartiry/1-k_kvartira_32_m_35_et._222276777;56.254138;57.997865
Дзержинский;ул. Боровая, д. 2;1;45;2;12;15000;месяц;http://15.img.avito.st/140x105/1704590415.jpg;/perm/kvartiry/1-k_kvartira_45_m_212_et._582076822;56.174179;58.000126
Дзержинский;Хабаровская 56;1;47;6;16;12000;месяц;;/perm/kvartiry/1-k_kvartira_47_m_616_et._582075162;56.086989;58.04935
Дзержинский;Хабаровская 56;2;62;10;16;15000;месяц;http://39.img.avito.st/140x105/1704592339.jpg;/perm/kvartiry/2-k_kvartira_62_m_1016_et._582074880;56.086989;58.04935
Ленинский;улица Газеты Звезда, 9;1;33;3;5;1600;сутки;http://07.img.avito.st/140x105/1282553707.jpg;/perm/kvartiry/1-k_kvartira_33_m_35_et._256755589;56.240969;58.014465
Дзержинский;ул. Малкова д. 18;1;36;5;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_55_et._582065755;56.193124;57.995328
Мотовилихинский;ул. Крупской 69/1;1;40;1;5;500;сутки;;/perm/kvartiry/1-k_kvartira_40_m_15_et._582064685;56.292236;58.001886
Свердловский;улица краснова 25;1;44;2;5;12000;месяц;http://19.img.avito.st/140x105/1704564519.jpg;/perm/kvartiry/1-k_kvartira_44_m_25_et._582063783;56.24617;58.005668
Индустриальный;ул. Проспект Декабристов, д.11;3;57;2;9;18000;месяц;;/perm/kvartiry/3-k_kvartira_57_m_29_et._582058229;56.209366;57.978266
Орджоникидзевский;ул.Цимлянская, д.17;1;40;4;17;7000;месяц;http://10.img.avito.st/140x105/1710106110.jpg;/perm/kvartiry/1-k_kvartira_40_m_417_et._532400538;56.398318;58.132458
Мотовилихинский;Гагарина бульвар, 17;1;36;1;5;11000;месяц;http://18.img.avito.st/140x105/1704539618.jpg;/perm/kvartiry/1-k_kvartira_36_m_15_et._582055479;56.267855;58.020767
Мотовилихинский;ул.Красновишерская, 35;0;50;9;17;26000;месяц;http://84.img.avito.st/140x105/1257696384.jpg;/perm/kvartiry/studiya_50_m_917_et._470993924;56.268996;58.022859
Дзержинский;Красноводская, 18;1;39;4;10;12000;месяц;http://50.img.avito.st/140x105/1704510150.jpg;/perm/kvartiry/1-k_kvartira_39_m_410_et._582046025;56.082434;58.046497
Свердловский;Куйбышева, район триады;1;36;1;5;15000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_15_et._463106054;56.246817;57.983153
Мотовилихинский;Уинская 8;1;43;6;9;14000;месяц;http://08.img.avito.st/140x105/1704493108.jpg;/perm/kvartiry/1-k_kvartira_43_m_69_et._582040373;56.305288;58.004356
Мотовилихинский;Крупской 69/1;1;32;2;5;12000;месяц;http://84.img.avito.st/140x105/1704490384.jpg;/perm/kvartiry/1-k_kvartira_32_m_25_et._582038435;56.292236;58.001886
Ленинский;Комсомольский пр., 24;2;44;2;6;20000;месяц;;/perm/kvartiry/2-k_kvartira_44_m_26_et._582040033;56.238732;58.011981
Индустриальный;ул. Промышленная, 103;3;120;2;2;6500;месяц;http://34.img.avito.st/140x105/1633023034.jpg;/perm/kvartiry/3-k_kvartira_120_m_22_et._205550238;56.148011;57.92871
Свердловский;Самаркандская 145;2;73;16;19;14000;месяц;;/perm/kvartiry/2-k_kvartira_73_m_1619_et._582031210;56.295676;57.986402
Мотовилихинский;Бульвар Гагарина 81/2;3;50;1;5;15000;месяц;http://04.img.avito.st/140x105/1704452804.jpg;/perm/kvartiry/3-k_kvartira_50_m_15_et._582030791;56.288669;57.999363
Орджоникидзевский;ул. Двинская, д.5;2;50;1;2;10000;месяц;http://73.img.avito.st/140x105/1585120273.jpg;/perm/kvartiry/2-k_kvartira_50_m_12_et._546096720;56.316418;58.112115
Ленинский;Краснофлотская, 11;0;43;5;16;2000;сутки;http://51.img.avito.st/140x105/1618294651.jpg;/perm/kvartiry/studiya_43_m_516_et._552368970;56.237438;58.000636
Свердловский;ул.Камчатовская 20;1;43;10;16;15000;месяц;http://22.img.avito.st/140x105/1704429422.jpg;/perm/kvartiry/1-k_kvartira_43_m_1016_et._582017010;56.235444;57.999778
Свердловский;ул. Чернышевского, д. 19, корп. а;3;86;8;10;30000;месяц;http://98.img.avito.st/140x105/1425668198.jpg;/perm/kvartiry/3-k_kvartira_86_m_810_et._489532034;56.265645;57.996325
Мотовилихинский;Макаеренко 12 а;1;40;9;16;17000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_916_et._582014857;56.301605;58.014574
Индустриальный;Веры Засулич 48.;1;38;16;16;14000;месяц;http://17.img.avito.st/140x105/1705278917.jpg;/perm/kvartiry/1-k_kvartira_38_m_1616_et._582013498;56.202611;57.970768
Свердловский;ул. Полины Осипенко ,д.53;1;16;5;5;15000;месяц;;/perm/kvartiry/1-k_kvartira_16_m_55_et._582012556;56.25359;57.997541
Мотовилихинский;Пушкарская 100;1;35;5;10;12000;месяц;http://12.img.avito.st/140x105/1547771912.jpg;/perm/kvartiry/1-k_kvartira_35_m_510_et._543150967;56.299889;58.001786
Мотовилихинский;ул.Красновишерская 39;2;72;7;17;20000;месяц;http://34.img.avito.st/140x105/1709035434.jpg;/perm/kvartiry/2-k_kvartira_72_m_717_et._113244471;56.266553;58.022211
Дзержинский;ул Костычева 38;1;38;1;10;13000;месяц;;/perm/kvartiry/1-k_kvartira_38_m_110_et._581994701;56.132273;58.036412
Кировский;оханская 31;2;60;4;16;20000;месяц;http://15.img.avito.st/140x105/931136015.jpg;/perm/kvartiry/2-k_kvartira_60_m_416_et._368755613;56.020872;58.031709
Индустриальный;Карпинского 27;1;27;8;9;12000;месяц;;/perm/kvartiry/1-k_kvartira_27_m_89_et._581996338;56.217756;57.985095
Ленинский;советская 25;1;36;1;5;16000;месяц;http://58.img.avito.st/140x105/1658138758.jpg;/perm/kvartiry/1-k_kvartira_36_m_15_et._569403774;56.247338;58.017215
Свердловский;г.Пермь, ул.Холмогорская, д.3, кв.60;2;45;8;14;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_814_et._581989677;56.285741;57.983439
